id_busca,nome,hidden_layers,dropout,learning_rate,batch_size,patience,fold,n_train,n_val,train_start,train_end,val_start,val_end,rmse_delta_lon,rmse_delta_lat,rmse_medio,mae_delta_lon,mae_delta_lat,mae_medio,r2_delta_lon,r2_delta_lat,best_epoch,best_val_loss_scaled
11,2camadas_64-64_drop0.0_lr0.001_batch32,"[64, 64]",0.0,0.001,32,20,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16706325008165093,0.1719799249633184,0.16952158752248467,0.11969268674436857,0.11802884389336776,0.11886076531886816,-0.03417036973192422,0.16236003675394972,4,0.7953453868934789
11,2camadas_64-64_drop0.0_lr0.001_batch32,"[64, 64]",0.0,0.001,32,20,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.14713383131371424,0.1339796080973404,0.14055671970552733,0.11229665980479016,0.10363246608326185,0.10796456294402601,0.13214046419040593,0.27528329548042196,2,0.55629910762645
12,2camadas_32-32_drop0.2_lr0.002_batch32,"[32, 32]",0.2,0.002,32,20,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.2029172703179331,0.17659987913962752,0.18975857472878033,0.1465103539136432,0.1255718351076236,0.1360410945106334,0.15677500960092206,0.014712239279411343,31,0.8981411336513048
12,2camadas_32-32_drop0.2_lr0.002_batch32,"[32, 32]",0.2,0.002,32,20,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.1875317162432983,0.12790619733989014,0.15771895679159423,0.13230307705243607,0.08780293718686029,0.11005300711964819,0.07493500051538926,0.2917864993133369,9,0.6165238173453362
12,2camadas_32-32_drop0.2_lr0.002_batch32,"[32, 32]",0.2,0.002,32,20,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16072884784890615,0.170643180870071,0.16568601435948857,0.11669396602271649,0.11779664998679955,0.11724530800475802,0.04276647224339081,0.17533083786639103,19,0.7635700235661772
12,2camadas_32-32_drop0.2_lr0.002_batch32,"[32, 32]",0.2,0.002,32,20,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.14834634278106065,0.13148619065341194,0.13991626671723628,0.11218030890928464,0.09918972706025442,0.10568501798476954,0.11777768272388778,0.3020068630661038,11,0.5507523634217002
13,2camadas_16-16_drop0.0_lr0.002_batch32,"[16, 16]",0.0,0.002,32,15,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.20707474828594674,0.17504615385298938,0.19106045106946806,0.15123547809146212,0.12480228014056949,0.1380188791160158,0.12186814793756284,0.03197309173357987,30,0.9121075198891457
13,2camadas_16-16_drop0.0_lr0.002_batch32,"[16, 16]",0.0,0.002,32,15,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.1902098841188495,0.12788662995767047,0.15904825703825998,0.1363572926833981,0.08771330501936536,0.11203529885138173,0.04832435526529766,0.29200317097653783,11,0.6276799643432701
13,2camadas_16-16_drop0.0_lr0.002_batch32,"[16, 16]",0.0,0.002,32,15,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16370896420428133,0.17591523235817202,0.16981209828122668,0.11768668784865391,0.1233621623803315,0.12052442511449271,0.006940752562750396,0.12358707972026384,9,0.8037388969942466
13,2camadas_16-16_drop0.0_lr0.002_batch32,"[16, 16]",0.0,0.002,32,15,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.14853051836146572,0.13335058037994346,0.1409405493707046,0.1104830581822872,0.09975615218500927,0.10511960518364824,0.11558572209883544,0.2820723399396209,9,0.5590560081576513
14,2camadas_16-16_drop0.1_lr0.0005_batch64,"[16, 16]",0.1,0.0005,64,15,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.2037092253717161,0.175079284526623,0.18939425494916956,0.14680378983195777,0.125389558048734,0.13609667394034589,0.15018020921805453,0.031606623600380246,123,0.89532772543725
14,2camadas_16-16_drop0.1_lr0.0005_batch64,"[16, 16]",0.1,0.0005,64,15,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.18999143046412204,0.12728532103955878,0.15863837575184042,0.13541748269957873,0.08971505942704858,0.11256627106331366,0.05050907495128798,0.2986453657350403,71,0.6246359872293996
14,2camadas_16-16_drop0.1_lr0.0005_batch64,"[16, 16]",0.1,0.0005,64,15,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16571583365684275,0.17443446632181106,0.1700751499893269,0.12151787451540662,0.11918051976659245,0.12034919714099954,-0.017555838318318973,0.13827938933534933,62,0.8034069018880117
14,2camadas_16-16_drop0.1_lr0.0005_batch64,"[16, 16]",0.1,0.0005,64,15,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.150269849211078,0.13331489564736318,0.1417923724292206,0.11163717982984667,0.10023714454079012,0.1059371621853184,0.09475100158435223,0.2824565246750337,105,0.565635035845859
15,2camadas_64-32_drop0.2_lr0.0005_batch64,"[64, 32]",0.2,0.0005,64,15,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.20489772551181665,0.17727289355939188,0.19108530953560426,0.14923548983163162,0.1270054426478036,0.13812046623971763,0.1402350799240848,0.007188152389876135,48,0.9110384101278326
15,2camadas_64-32_drop0.2_lr0.0005_batch64,"[64, 32]",0.2,0.0005,64,15,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.18710480810292643,0.1295604893921431,0.15833264874753478,0.1317965257724524,0.09022785748332228,0.11101219162788734,0.07914195046091177,0.2733484804940953,26,0.6206406878901052
15,2camadas_64-32_drop0.2_lr0.0005_batch64,"[64, 32]",0.2,0.0005,64,15,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16534127565535017,0.1711799400402319,0.16826060784779104,0.11957378648677153,0.11732176789601563,0.11844777719139357,-0.012961190414152002,0.17013467462075993,28,0.7842547868944935
15,2camadas_64-32_drop0.2_lr0.0005_batch64,"[64, 32]",0.2,0.0005,64,15,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.15012843447502328,0.13332542162653732,0.1417269280507803,0.11410120794349031,0.09888025953685106,0.10649073374017068,0.09645400871355969,0.2823432118181086,17,0.5651285037521488
16,2camadas_32-16_drop0.2_lr0.002_batch128,"[32, 16]",0.2,0.002,128,20,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.20187557403306153,0.17593345242739547,0.1889045132302285,0.14722368952885237,0.1279601292965223,0.13759190941268734,0.16541034853595615,0.02213447709900218,26,0.8900103234173207
16,2camadas_32-16_drop0.2_lr0.002_batch128,"[32, 16]",0.2,0.002,128,20,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.1843276394179121,0.1293111282843474,0.15681938385112976,0.12951901353309242,0.09001759566618962,0.10976830459964101,0.1062753926597968,0.2761429165912206,24,0.6083018203358074
16,2camadas_32-16_drop0.2_lr0.002_batch128,"[32, 16]",0.2,0.002,128,20,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16725728287466488,0.17111657284526663,0.16918692785996575,0.12215456988938889,0.11836933912243,0.12026195450590944,-0.036574004205704336,0.17074895810162916,45,0.7914559871880049
16,2camadas_32-16_drop0.2_lr0.002_batch128,"[32, 16]",0.2,0.002,128,20,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.1498464623468421,0.1320602213800948,0.14095334186346845,0.11239519328701025,0.09939366989257883,0.10589443158979454,0.09984491233811577,0.29589908689152833,19,0.558868408203125
17,2camadas_16-16_drop0.1_lr0.002_batch128,"[16, 16]",0.1,0.002,128,10,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.20614926873120223,0.17549846050363868,0.19082386461742046,0.14847806320258425,0.12308846639560313,0.1357832647990937,0.1296998801679251,0.02696400494194673,47,0.9094284163432175
17,2camadas_16-16_drop0.1_lr0.002_batch128,"[16, 16]",0.1,0.002,128,10,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.18466775886599213,0.13116605107687013,0.15791690497143113,0.13206885287166267,0.09098858474232394,0.1115287188069933,0.10297416702517281,0.25522701718373075,24,0.6163776444864797
17,2camadas_16-16_drop0.1_lr0.002_batch128,"[16, 16]",0.1,0.002,128,10,3,522,194,2011-06-07 01:00:00,2011-06-17 09:00:00,2011-06-17 10:00:00,2011-06-20 12:00:00,0.16588835642606317,0.17186987236911738,0.1688791143975903,0.11938743993370624,0.11994604249161037,0.1196667412126583,-0.019675647010539032,0.16343173109104903,37,0.7901205783037796
17,2camadas_16-16_drop0.1_lr0.002_batch128,"[16, 16]",0.1,0.002,128,10,4,732,121,2011-06-07 01:00:00,2011-06-20 12:00:00,2011-06-20 13:00:00,2011-06-24 17:00:00,0.15260608002533194,0.13297021653621258,0.14278814828077224,0.11300029664524235,0.10175095040516292,0.10737562352520263,0.06638456000941717,0.2861620750012662,23,0.5733796954154968
18,2camadas_32-16_drop0.3_lr0.001_batch64,"[32, 16]",0.3,0.001,64,20,1,154,178,2011-06-07 01:00:00,2011-06-10 11:00:00,2011-06-10 12:00:00,2011-06-13 17:00:00,0.2063752306285064,0.17023185909659733,0.18830354486255185,0.1499252389421309,0.1204486539666271,0.135186946454379,0.12779094840304095,0.08448815392946118,50,0.8875655920318003
18,2camadas_32-16_drop0.3_lr0.001_batch64,"[32, 16]",0.3,0.001,64,20,2,334,182,2011-06-07 01:00:00,2011-06-13 17:00:00,2011-06-14 02:00:00,2011-06-17 09:00:00,0.18702302801868345,0.13084098585392107,0.15893200693630227,0.13219663628375386,0.09153028705314054,0.1118634616684472,0.07994675491024561,0.2589139437791762,39,0.6249134337509071
