name,timestamp_prev,timestamp_curr,lon_prev,lat_prev,lon_curr,lat_curr,delta_lon,delta_lat,event,count,area_km2,tb_min,tb_mean,tb_std,touching_left,touching_right,touching_up,touching_down,dt_horas,timestamp_next,target_delta_lon,target_delta_lat,dt_target_horas,log_area_km2,log_count,pred_delta_lon,pred_delta_lat,obs_delta_lon,obs_delta_lat,pred_next_lon,pred_next_lat,obs_next_lon,obs_next_lat,erro_delta_lon,erro_delta_lat,abs_erro_delta_lon,abs_erro_delta_lat
24d82fde-3204-4272-87ae-55d23c808a9a,2011-06-25 04:00:00,2011-06-25 05:00:00,-66.68614965585775,-4.972871164667487,-66.81315105728108,-5.055089472739245,-0.1270014014233282,-0.0822183080717575,CONTINUITY,620,9920.0,210.52999877929688,220.6843245967742,4.428846878117792,False,False,False,False,1.0,2011-06-25 06:00:00,-0.2253610295581438,-0.0788644521237689,1.0,9.202409001649904,6.431331081933479,-0.14423057,-0.022182807,-0.2253610295581438,-0.0788644521237689,-66.9573816316505,-5.077272280065562,-67.03851208683922,-5.133953924863014,-0.08113045518871326,-0.056681644797452066,0.08113045518871326,0.056681644797452066
25f737dc-7c48-4e58-95b5-15f5dd50593b,2011-06-28 16:00:00,2011-06-28 17:00:00,-48.57496902106566,1.87778041803376,-48.86580977333936,1.547797958499064,-0.2908407522736951,-0.3299824595346958,CONTINUITY,271,4336.0,211.6599884033203,222.70818438653137,4.75709125643591,False,False,False,False,1.0,2011-06-28 18:00:00,-0.1367694682514439,-0.0808422251567757,1.0,8.374938143835367,5.605802066295998,-0.22457793,-0.107942134,-0.1367694682514439,-0.0808422251567757,-49.09038770688924,1.439855824357142,-49.0025792415908,1.4669557333422882,0.08780846529843708,0.027099908985146304,0.08780846529843708,0.027099908985146304
2623f5f9-1953-4013-8eb3-e49e7175c8d3,2011-06-27 04:00:00,2011-06-27 05:00:00,-59.23609368942003,-6.224719714991407,-59.293181068528085,-6.093759649052558,-0.0570873791080543,0.130960065938849,CONTINUITY,417,6672.0,204.4099884033203,216.71234262589928,6.939393078477714,False,False,False,False,1.0,2011-06-27 06:00:00,0.033735530709464,0.0987209062827227,1.0,8.805824812903607,6.035481432524756,-0.09249,0.051910367,0.033735530709464,0.0987209062827227,-59.38567107104102,-6.0418492821895455,-59.25944553781862,-5.995038742769835,0.12622553322239582,0.04681053941971039,0.12622553322239582,0.04681053941971039
2943fd49-04f9-455f-934c-667e16f96e36,2011-06-27 11:00:00,2011-06-27 12:00:00,-56.41990873413719,3.283524692150673,-56.95239126001915,3.207414104882457,-0.5324825258819601,-0.0761105872682161,CONTINUITY,395,6320.0,214.20999145507807,224.2083662974684,3.558598709484073,False,False,False,False,1.0,2011-06-27 13:00:00,-0.3050033363793645,-0.2201484219687133,1.0,8.751632702472298,5.981414211254481,-0.3520849,0.016980676,-0.3050033363793645,-0.2201484219687133,-57.30447616492828,3.2243947808629057,-57.25739459639851,2.9872656829137436,0.04708156852976941,-0.237129097949162,0.04708156852976941,0.237129097949162
2943fd49-04f9-455f-934c-667e16f96e36,2011-06-27 12:00:00,2011-06-27 13:00:00,-56.95239126001915,3.207414104882457,-57.25739459639851,2.987265682913744,-0.3050033363793645,-0.2201484219687133,CONTINUITY,453,7248.0,211.2899932861328,224.06146523178808,4.143116214534021,False,False,False,False,1.0,2011-06-27 14:00:00,-0.2198554857905392,-0.0527573341196836,1.0,8.888618807300878,6.118097198041348,-0.27497774,-0.06855974,-0.2198554857905392,-0.0527573341196836,-57.53237234002415,2.918705939449751,-57.47725008218905,2.9345083487940604,0.05512225783510166,0.015802409344309473,0.05512225783510166,0.015802409344309473
2943fd49-04f9-455f-934c-667e16f96e36,2011-06-27 13:00:00,2011-06-27 14:00:00,-57.25739459639851,2.987265682913744,-57.47725008218905,2.93450834879406,-0.2198554857905392,-0.0527573341196836,CONTINUITY,490,7840.0,213.12998962402344,222.81938775510204,4.287521995597138,False,False,False,False,1.0,2011-06-27 15:00:00,-0.2047381284445606,0.0332342690687195,1.0,8.967121656230923,6.19644412779452,-0.266964,0.007905761,-0.2047381284445606,0.0332342690687195,-57.74421407073161,2.942414109574037,-57.68198821063361,2.9677426178627795,0.06222586009799616,0.025328508288742654,0.06222586009799616,0.025328508288742654
2943fd49-04f9-455f-934c-667e16f96e36,2011-06-27 14:00:00,2011-06-27 15:00:00,-57.47725008218905,2.93450834879406,-57.68198821063361,2.9677426178627795,-0.2047381284445606,0.0332342690687195,CONTINUITY,535,8560.0,215.6100006103516,224.24909462616824,2.942892195448284,False,False,False,False,1.0,2011-06-27 16:00:00,-0.2843425791661573,0.0691393598086733,1.0,9.054972284742483,6.284134161070802,-0.28240684,0.057718467,-0.2843425791661573,0.0691393598086733,-57.964395047381736,3.0254610848301238,-57.96633078979977,3.036881977671453,-0.0019357424180341254,0.011420892841329022,0.0019357424180341254,0.011420892841329022
2d80326f-ea7f-4d8a-82d7-e2fa89f25c25,2011-06-27 00:00:00,2011-06-27 01:00:00,-66.87746565798297,-4.075501541260296,-67.6084519331588,-4.448229792185839,-0.7309862751758374,-0.3727282509255429,CONTINUITY,338,5408.0,203.52999877929688,218.95224667159763,6.894601117722472,False,False,False,False,1.0,2011-06-27 02:00:00,-0.0889100795780422,-0.2005938078104705,1.0,8.595819511871428,5.82600010738045,-0.25761253,-0.18374273,-0.0889100795780422,-0.2005938078104705,-67.86606445957558,-4.631972523995455,-67.69736201273685,-4.64882359999631,0.16870244683873636,-0.01685107600085442,0.16870244683873636,0.01685107600085442
2fc46f6e-5029-4e56-ad3e-164c3648c51f,2011-06-27 08:00:00,2011-06-27 09:00:00,-66.25577237236466,4.915345603482034,-66.40201842663303,4.82125740368418,-0.1462460542683743,-0.0940881997978539,CONTINUITY,478,7648.0,203.97000122070312,214.4929066422594,6.95411563997661,False,False,False,False,1.0,2011-06-27 10:00:00,-0.2718992747478665,-0.0625372847746792,1.0,8.942330199321866,6.171700597410915,-0.18096472,-0.08481473,-0.2718992747478665,-0.0625372847746792,-66.58298314986244,4.7364426763778145,-66.6739177013809,4.758720118909501,-0.09093455151845825,0.022277442531686772,0.09093455151845825,0.022277442531686772
31c990b5-20a5-490a-8b99-6a1b49aeca3a,2011-06-27 07:00:00,2011-06-27 08:00:00,-57.19635054178195,0.140618243196118,-57.52874845105328,0.1522820037105768,-0.3323979092713287,0.0116637605144588,CONTINUITY,290,4640.0,222.08999633789065,226.57039331896556,1.8066567721049516,False,False,False,False,1.0,2011-06-27 09:00:00,-0.3072975454411661,0.0751368394743656,1.0,8.442685139241176,5.673323267171493,-0.3106375,0.06799386,-0.3072975454411661,0.0751368394743656,-57.83938595491566,0.2202758606770723,-57.83604599649445,0.22741884318494238,0.0033399584212148725,0.007142982507870085,0.0033399584212148725,0.007142982507870085
